temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear,Injeçao na rede (kWh)
28.257247501587315,28.31532088403363,22.64529495744964,31.347903020957716,45,0.0,44,0.0,0.0,0.32360943863838854,30.4089122265973,33.42096979042284,0.10825294957449641,722.4482302553022,626.5976403404029,95.85058991489929,835.8393180287048,992.7824374393491,660.1944950031747,572.6289640797652,87.61926617553688,835.8393180287048,907.2511136999867,0,0,0,0,0,0,0,0,High
11.29,9.96,11.26,12.33,57,0.0,32,0.0,0.0,0.24,28.1,10.8,0.346,455.0,367.0,88.0,792.2,654.3,433.6,349.7,83.9,792.2,623.5,0,0,0,0,0,0,1,0,High
15.14,13.55,14.54,15.67,32,0.0,2,0.094,0.0,0.743,19.4,15.1,0.305,828.0,720.0,108.0,920.8,1071.1,800.2,695.8,104.4,920.8,1035.1,0,0,0,0,0,0,0,1,High
33.4,32.83,24.72,34.04,32,0.0,100,0.0,0.0,0.428,24.1,26.3,0.235,695.0,586.0,109.0,809.5,967.2,630.1,531.3,98.8,809.5,876.9,0,0,0,0,0,1,0,0,High
9.33,7.57,4.72,9.79,73,0.0,36,0.0,0.0,0.236,19.4,5.9,0.257,102.0,64.0,38.0,438.8,196.9,156.6,98.2,58.3,456.3,302.2,0,0,0,0,0,0,1,0,High
16.812230171854488,15.172424663585987,15.572878477626144,17.722593223086616,23,0.0,0,4.1491569385869453e-05,0.0,0.3051530001621104,30.981328793776356,11.000777966925986,0.3,518.0012966115434,446.0012966115433,72.0,910.3927389753575,690.9073906857968,495.301555933852,426.50142627269764,68.80012966115433,910.3927389753575,660.7073906857969,0,0,0,0,0,0,0,1,High
28.5,29.59,19.72,30.9,55,0.0,90,0.0,0.0,0.255,25.9,28.4,0.192,721.0,575.0,146.0,761.3,1001.4,658.9,525.4,133.4,761.3,915.1,0,0,0,0,0,1,0,0,High
12.35,11.49,11.68,12.37,71,0.0,1,0.365,0.0,0.381,16.2,8.5,0.293,130.0,89.0,41.0,527.3,236.1,188.1,128.8,59.3,527.3,341.6,0,0,0,0,0,0,0,1,High
21.81,21.9,21.12,21.82,71,0.28,45,0.0,0.0,0.242,40.0,22.0,0.301,635.0,457.0,178.0,561.1,1096.7,632.4,455.1,177.3,561.1,1092.2,0,0,0,1,0,0,0,0,High
10.663029612185488,8.90873427676368,8.357307368117903,10.779068287062152,49,0.0,0,0.0,0.0,0.24860562543660586,21.92253144647264,6.520070317957574,0.37020773497533305,191.60035158978786,144.60035158978786,47.0,653.3816876309818,312.78010547693634,246.36179310791812,185.92147667710904,60.44031643080908,653.3816876309818,402.1022853336211,0,0,0,0,0,0,0,1,High
17.92,17.86,17.01,18.34,80,0.0,38,0.0,0.0,0.257,16.2,16.1,0.296,385.0,133.0,252.0,232.5,791.5,395.6,136.6,258.9,232.5,813.2,0,0,0,0,0,0,1,0,High
24.22,23.92,18.72,24.59,47,0.0,9,0.063,0.0,0.428,35.6,22.2,0.283,752.0,651.0,101.0,855.1,1007.7,688.5,596.0,92.5,855.1,922.5,0,0,0,0,0,0,0,1,High
33.71,32.31,29.54,34.23,26,0.0,0,0.0,0.0,0.532,18.7,32.1,0.114,773.0,668.0,105.0,848.9,1051.0,725.2,626.7,98.5,848.9,986.1,0,0,0,0,0,0,0,1,High
32.73,33.57,22.72,35.34,41,0.0,1,0.0,0.0,0.518,14.8,34.1,0.105,807.0,698.0,109.0,839.3,1114.0,781.1,675.6,105.5,839.3,1078.2,0,0,0,0,0,0,0,1,High
21.68,21.86,19.72,23.68,75,0.0,92,0.0,0.0,0.257,13.7,22.2,0.103,510.0,359.0,151.0,590.4,816.7,565.8,398.3,167.5,590.4,906.0,0,0,0,0,0,1,0,0,High
31.91,31.81,22.72,34.23,38,0.0,0,0.105,0.0,0.678,20.9,31.6,0.118,921.0,816.0,105.0,880.0,1228.7,921.1,816.1,105.0,880.0,1228.9,0,0,0,0,0,0,0,1,High
23.44,23.69,20.72,24.23,71,0.0,0,0.0,0.0,0.394,12.2,21.1,0.153,582.0,504.0,78.0,852.3,810.0,623.0,539.5,83.5,852.3,867.1,0,0,0,0,0,0,0,1,High
13.48,13.23,13.34,13.72,90,0.0,71,0.0,0.0,0.286,33.8,13.6,0.412,361.0,255.0,106.0,596.0,603.5,356.6,251.9,104.7,596.0,596.1,1,0,0,0,0,0,0,0,High
21.96,21.7,15.72,22.57,57,0.0,1,0.101,0.0,0.76,18.7,19.3,0.345,824.0,670.0,154.0,813.5,1120.5,796.6,647.7,148.9,813.5,1083.3,0,0,0,0,0,0,0,1,High
10.12,8.81,8.6,10.15,62,0.0,0,0.0,0.0,0.317,23.0,6.7,0.395,234.0,182.0,52.0,713.6,358.9,288.3,224.3,64.1,713.6,442.2,0,0,0,0,0,0,0,1,High
17.86,17.42,14.54,17.93,66,0.0,0,0.0,0.0,0.256,14.4,11.6,0.33,300.0,238.0,62.0,705.4,470.5,352.8,279.9,72.9,705.4,553.2,0,0,0,0,0,0,0,1,High
34.12,37.66,24.72,34.59,47,0.0,0,0.0,0.0,0.383,23.8,28.2,0.264,722.0,618.0,104.0,820.8,999.0,659.3,564.4,95.0,820.8,912.3,0,0,0,0,0,0,0,1,High
27.38,28.66,18.72,32.57,61,0.0,5,0.0,0.0,0.266,29.2,32.1,0.1,498.0,371.0,127.0,648.3,760.9,427.3,318.4,109.0,648.3,652.9,0,0,0,0,0,0,0,1,High
24.32,24.03,19.72,24.59,47,0.0,1,0.0,0.0,0.384,23.8,21.0,0.254,528.0,304.0,224.0,439.4,931.2,475.3,273.6,201.6,439.4,838.2,0,0,0,0,0,0,0,1,High
34.52,36.62,22.72,39.23,41,0.0,2,0.0,0.0,0.182,31.0,37.3,0.097,506.0,405.0,101.0,691.8,777.3,436.4,349.3,87.1,691.8,670.4,0,0,0,0,0,0,0,1,High
11.24,10.4,10.1,12.33,76,0.0,0,0.0,0.0,0.307,14.8,5.5,0.352,204.0,155.0,49.0,660.2,331.7,261.5,198.7,62.8,660.2,425.2,0,0,0,0,0,0,0,1,High
31.75,32.27,21.72,35.9,42,0.0,0,0.0,0.0,0.403,26.3,33.4,0.115,710.0,615.0,95.0,826.4,986.2,648.1,561.4,86.7,826.4,900.3,0,0,0,0,0,0,0,1,High
12.36,11.92,11.77,13.12,87,0.14,97,0.0,0.0,0.5,22.3,11.0,0.285,237.0,71.0,166.0,178.3,555.2,278.8,83.5,195.3,178.3,653.2,0,0,0,1,0,0,0,0,High
18.87796549717233,18.311934908599476,17.58768628576182,19.5390094229042,56,0.0,4,0.0,0.0,0.2668091765718564,15.408278485944829,15.303690200016637,0.32875698028526273,511.0,436.0,75.0,840.3436510574685,723.52772542831,502.0,428.3566156857119,73.7,840.3436510574685,710.8711097425982,0,0,0,0,0,0,0,1,High
18.12,18.18,17.33,19.79,84,0.33,66,0.0,0.0,0.273,36.4,16.9,0.284,168.0,29.0,139.0,35.0,1107.8,176.7,30.5,146.2,35.0,1164.9,0,0,0,1,0,0,0,0,High
16.27,16.41,15.34,16.72,94,0.0,77,0.0,0.0,0.247,8.6,15.1,0.421,101.0,42.0,59.0,125.8,465.9,118.9,49.5,69.5,125.8,548.6,1,0,0,0,0,0,0,0,High
25.42,25.71,21.72,27.57,65,0.0,32,0.0,0.0,0.322,23.8,25.9,0.235,482.0,388.0,94.0,744.7,707.7,414.4,333.6,80.8,744.7,608.4,0,0,0,0,0,0,1,0,High
20.53,20.0,17.72,20.7,52,0.0,100,0.0,0.0,0.252,37.8,16.2,0.268,526.0,366.0,160.0,639.9,792.9,517.4,360.0,157.4,639.9,780.0,0,0,0,0,0,1,0,0,High
23.41245506881833,23.281563694733194,20.550037790635365,24.629487849930136,57,0.0,0,0.03169723601779073,0.0,0.6219279342604819,11.334310322109282,21.55372412884371,0.2536251702782726,709.8363800146122,615.7765522693772,94.05982774523503,877.3372412884371,958.5559146632145,702.6289317569248,609.4825350439007,93.05982774523503,877.3372412884371,948.7216043411051,0,0,0,0,0,0,0,1,High
17.33,16.22,15.66,17.37,42,0.0,12,0.0,0.0,0.246,13.0,8.3,0.364,394.0,331.0,63.0,829.1,563.8,412.9,346.9,66.0,829.1,590.9,0,1,0,0,0,0,0,0,High
17.59,17.68,15.72,20.66,87,0.0,72,0.0,0.0,0.25,16.6,16.7,0.145,393.0,199.0,194.0,356.4,749.1,448.2,227.0,221.3,356.4,854.4,1,0,0,0,0,0,0,0,High
14.6,13.4,14.55,15.1,49,0.0,0,0.209,0.0,0.445,12.6,13.5,0.349,540.0,462.0,78.0,869.9,739.6,530.6,454.0,76.6,869.9,726.7,0,0,0,0,0,0,0,1,High
7.92,5.79,7.23,7.93,75,0.0,8,0.006,0.0,0.345,18.4,6.3,0.282,98.0,61.0,37.0,428.4,187.8,153.0,95.2,57.7,456.2,293.1,0,0,0,0,0,0,0,1,High
23.16,23.25,18.72,25.34,66,0.0,54,0.0,0.0,0.456,37.4,21.3,0.282,691.0,456.0,235.0,598.2,1035.3,645.3,425.8,219.5,598.2,966.9,1,0,0,0,0,0,0,0,High
14.59,13.57,14.23,14.71,56,0.0,0,0.0,0.0,0.27,26.3,12.0,0.407,441.0,372.0,69.0,835.8,626.1,434.3,366.3,67.9,835.8,616.6,0,0,0,0,0,0,0,1,High
14.43,13.86,10.1,14.59,74,0.0,100,0.0,0.0,0.255,16.2,8.8,0.395,167.0,105.0,62.0,480.8,308.8,216.4,136.1,80.3,480.8,400.2,0,0,0,0,0,1,0,0,High
21.89,22.17,19.72,22.69,78,0.0,63,0.0,0.0,0.579,17.3,21.2,0.188,524.0,337.0,187.0,538.5,860.7,538.0,346.0,192.0,538.5,883.7,1,0,0,0,0,0,0,0,High
19.04,18.8,16.72,19.04,69,0.0,0,0.0,0.0,0.191,10.4,15.6,0.172,247.0,134.0,113.0,396.6,462.2,305.7,165.8,139.9,396.6,572.0,0,0,0,0,0,0,0,1,High
28.8,30.99,24.72,35.9,62,0.0,40,0.0,0.0,0.23,25.6,27.8,0.1,676.0,580.0,96.0,814.1,943.1,736.9,632.3,104.7,814.1,1028.1,0,0,0,0,0,0,1,0,High
24.461562166147253,24.87049719682603,19.31672317131932,27.034783035369006,72,0.0,4,0.001596723171319321,0.0,0.42908378603231445,15.880655365736136,25.521802255774375,0.10479836158565965,632.5967231713194,542.9754237848949,89.62129938642441,810.2751074470747,891.3283559131357,695.0555762812811,596.5923107976482,98.46326548363282,810.2751074470747,979.3880282302677,0,0,0,0,0,0,0,1,High
16.43,16.17,13.44,16.82,78,0.0,99,0.0,0.0,0.488,13.0,12.9,0.351,573.0,446.0,127.0,744.8,817.0,637.2,496.0,141.2,744.8,908.6,0,0,0,0,0,1,0,0,High
16.982323431654798,16.591205272168434,15.233631897273023,18.1908483372095,71,0.9148295729043936,57,0.0,0.0,0.3069238775472568,33.52046012840872,15.680808579136997,0.3830800982599935,503.43457671908885,263.6772392295477,239.7573374895412,352.09833371172925,1016.6259325393166,468.595957104315,245.4287067274559,223.25606878199545,352.09833371172925,946.2586061970868,0,0,0,0,0,0,0,0,High
15.546430358124098,14.48117370668269,14.873890452454326,15.556430358124096,50,0.0,0,0.0,0.0,0.28777981223314303,18.152550862211537,10.022018776685695,0.29493223787773437,370.6101721444411,301.83051643332334,68.77965571111778,763.1830829477374,553.4661189388672,420.88641627114185,342.7491392777945,78.13727699334736,763.1830829477374,628.5186228444711,0,0,0,0,0,0,0,1,High
27.37,26.74,26.68,27.72,32,0.0,88,0.004,0.0,0.367,30.2,21.5,0.226,695.0,528.0,167.0,722.7,973.7,753.8,572.6,181.1,722.7,1056.0,0,0,0,0,0,1,0,0,High
22.8,22.7,19.72,24.15,60,0.0,0,0.0,0.0,0.641,11.2,21.5,0.241,714.0,619.0,95.0,876.8,963.7,706.9,612.8,94.0,876.8,954.0,0,0,0,0,0,0,0,1,High
12.92,11.81,12.23,12.93,59,0.0,54,0.0,0.0,0.271,49.7,12.5,0.268,451.0,349.0,102.0,717.2,660.2,526.5,407.5,119.1,717.2,770.8,1,0,0,0,0,0,0,0,High
12.46,11.17,9.79,15.1,54,0.0,37,0.0,0.0,0.257,39.2,12.0,0.264,456.0,365.0,91.0,777.6,658.3,448.2,358.8,89.4,777.6,647.1,0,0,0,0,0,0,1,0,High
9.291064891998737,7.747689904571506,8.247204319427771,9.72,74,0.0,11,0.0,0.0,0.35308774485761973,21.77995178284219,7.24862983428855,0.33566874937136154,213.07596182860237,157.12764440001806,55.94831742858432,635.234687091385,348.7570919143463,266.6483174285843,196.6255288800036,69.9817548971524,635.234687091385,436.36562531431923,0,0,0,0,0,0,0,0,High
16.15,14.89,12.72,16.26,41,0.0,16,0.0,0.0,0.494,16.2,12.5,0.27,541.0,459.0,82.0,867.2,744.6,519.2,440.5,78.7,867.2,714.7,0,1,0,0,0,0,0,0,High
18.27,17.9,17.23,19.72,67,0.0,2,0.0,0.0,0.369,31.0,16.1,0.401,492.0,419.0,73.0,844.0,692.9,507.2,431.9,75.3,844.0,714.2,0,0,0,0,0,0,0,1,High
27.57,27.24,20.72,28.12,39,0.0,93,0.0,0.0,0.302,20.5,26.3,0.137,679.0,359.0,320.0,437.1,1101.3,637.8,337.2,300.6,437.1,1034.5,0,0,0,0,0,1,0,0,High
22.13,22.04,17.72,25.34,63,0.0,76,0.0,0.0,0.653,16.6,21.1,0.282,919.0,784.0,135.0,868.5,1206.6,939.4,801.4,138.0,868.5,1233.4,1,0,0,0,0,0,0,0,High
11.75,10.08,8.43,11.82,42,0.0,7,0.0,0.0,0.297,14.8,6.4,0.356,191.0,136.0,55.0,590.3,325.6,245.6,174.9,70.7,590.3,418.7,0,0,0,0,0,0,0,1,High
24.51,23.96,21.12,24.59,36,0.0,0,0.0,0.0,0.317,10.8,19.1,0.134,520.0,423.0,97.0,751.3,754.6,592.3,481.8,110.5,751.3,859.5,0,0,0,0,0,0,0,1,High
17.87,17.54,15.9,17.93,70,0.0,50,0.0,0.0,0.336,34.2,17.0,0.411,510.0,285.0,225.0,361.1,1066.1,477.4,266.8,210.6,361.1,997.9,0,0,0,0,0,0,1,0,High
16.64534337863315,16.26287400806288,15.301860183691979,17.917392385720717,72,1.935894122829819,74,0.0008805215228558568,0.0,0.34934326152545964,36.42852649717115,15.245183776578372,0.39194278974575675,213.345397360036,60.849387411405424,152.4960099486306,95.44967962481354,870.2302574712261,190.74278974575674,54.27950992912434,136.4632798166324,95.44967962481354,777.9216366181143,0,0,0,0,1,0,0,0,High
17.41,16.3,16.21,18.72,42,0.0,3,0.0,0.0,0.274,23.4,15.0,0.314,570.0,484.0,86.0,864.1,782.2,523.4,444.4,79.0,864.1,718.2,0,0,0,0,0,0,0,1,High
14.01,12.54,12.23,14.04,41,0.0,4,0.0,0.0,0.301,11.9,8.9,0.353,422.0,353.0,69.0,820.2,608.2,446.8,373.7,73.1,820.2,643.9,0,0,0,0,0,0,0,1,High
25.06,24.93,23.72,31.45,50,0.0,34,0.0,0.0,0.358,31.0,32.4,0.119,716.0,618.0,98.0,828.8,988.0,653.8,564.3,89.5,828.8,902.2,0,0,0,0,0,0,1,0,High
21.79,21.67,19.72,35.34,63,0.0,8,0.0,0.0,0.29,34.2,33.5,0.102,677.0,572.0,105.0,796.6,954.4,614.6,519.3,95.3,796.6,866.4,0,0,0,0,0,0,0,1,High
11.564718930226407,11.164081732189842,11.357678064131486,13.139135945685688,91,0.0,29,0.005539949905964882,0.0,0.2810755627322621,13.13963302903786,12.045788155420128,0.41683369475663895,269.8747289325208,159.79266058075717,110.0820683517636,397.3363970273832,562.0878065782751,298.1155462544192,176.3423352997821,121.77321095463708,397.3363970273832,620.3593995320849,0,0,0,0,0,0,0,0,High
12.84,12.03,11.68,13.68,71,0.7,100,0.0,0.0,0.288,36.7,13.0,0.421,476.0,130.0,346.0,153.4,1147.6,460.4,125.7,334.6,153.4,1109.9,0,0,0,1,0,0,0,0,High
12.328628388858004,11.89047377774871,11.752776370353414,13.112926009252295,87,0.13569409258835363,97,0.0,0.0,0.49320281758590107,21.989359536731225,10.996924351848824,0.28487697407395296,236.231087962206,70.44638333278833,165.7847046294177,176.5099727760156,557.174566113055,277.48977388759903,82.74646620296188,194.740232036486,176.5099727760156,654.3318385196328,0,0,0,0,0,0,0,0,High
21.23,21.71,20.57,21.26,88,2.47,60,0.0,0.0,0.231,34.6,20.5,0.42,314.0,112.0,202.0,199.2,760.2,273.7,97.6,176.1,199.2,662.7,0,0,0,0,1,0,0,0,High
21.71,21.35,19.72,21.82,54,0.0,0,0.0,0.0,0.245,13.0,17.8,0.222,543.0,453.0,90.0,776.6,771.8,615.0,513.1,101.9,776.6,874.3,0,0,0,0,0,0,0,1,High
19.01,18.79,17.88,20.26,70,0.0,36,0.0,0.0,0.22,43.2,19.4,0.272,526.0,417.0,109.0,688.4,826.0,478.6,379.4,99.2,688.4,751.5,0,0,0,0,0,0,1,0,High
12.9,11.73,12.32,12.93,57,0.0,0,0.0,0.0,0.27,20.2,9.1,0.37,282.0,210.0,72.0,638.6,454.4,354.9,264.3,90.6,638.6,571.8,0,0,0,0,0,0,0,1,High
19.631814850525615,19.020906015869794,18.346575354417258,19.938447811078536,52,0.0,3,0.0,0.0,0.28042786928889135,16.325129921409065,16.04705716541999,0.3158502598428181,467.8502598428181,394.0802078742545,73.77005196856362,824.4187245666128,667.1085404730617,435.8502598428181,367.0802078742545,68.69304677170727,824.4187245666128,621.454530079349,0,0,0,0,0,0,0,1,High
13.34,13.21,11.72,13.48,95,0.0,70,0.0,0.0,0.279,9.7,10.0,0.408,109.0,43.0,66.0,203.4,299.0,141.0,55.6,85.4,203.4,386.7,1,0,0,0,0,0,0,0,High
25.65307273029291,25.815542368434524,21.72,28.058133454009678,64,0.0,17,0.0,0.0,0.28593969078487064,28.197598684771876,28.0108473686905,0.17651193749253402,490.35543750106655,396.79519736954376,93.56024013152282,739.1590256571875,722.871715462463,420.11687829020343,339.93254210607154,80.14036019728421,739.1590256571875,619.2620687513866,0,0,0,0,0,0,0,0,High
14.01,12.64,12.32,14.04,45,0.0,0,0.0,0.0,0.314,15.8,7.2,0.314,357.0,290.0,67.0,770.6,530.9,403.1,327.4,75.7,770.6,599.5,0,0,0,0,0,0,0,1,High
19.995625084177032,19.61712685334105,17.477186478449525,21.005088458200756,59,0.0,0,0.0753396672259185,0.0,0.6605803959502461,35.45136941857102,19.266983361295924,0.23494876158518943,640.7687721145502,547.3122788544981,93.45649326005207,850.0212226207694,875.139090564073,689.2870134798959,588.7986960833092,100.48831739658664,850.0212226207694,941.3221727046572,0,0,0,0,0,0,0,1,High
29.001196215957325,30.133450455531882,24.24471537527622,32.20785234755322,56,0.0,20,0.03238026068935901,0.0,0.4611266489276452,21.499297266808703,26.033099088936236,0.19904571689573727,686.4436636297875,545.940149963831,140.5035136659565,702.7633872451073,1041.6897907495747,708.0729016100018,563.5760756808535,144.45422032297807,702.7633872451073,1074.40671127979,0,0,0,0,0,0,0,0,High
9.63,9.63,8.12,11.22,90,0.15,53,0.0,0.0,0.46,10.8,7.6,0.38,238.0,140.0,98.0,433.1,453.6,289.3,170.2,119.1,433.1,551.2,0,0,0,1,0,0,0,0,High
11.4,10.79,11.26,13.72,84,0.0,35,0.042,0.0,0.435,31.3,12.0,0.375,555.0,451.0,104.0,782.6,808.4,558.2,453.6,104.6,782.6,813.0,0,0,0,0,0,0,1,0,High
16.78,15.22,14.79,16.82,27,0.0,0,0.218,0.0,0.587,14.0,8.7,0.303,489.0,418.0,71.0,895.5,658.2,517.0,441.9,75.1,895.5,695.9,0,0,0,0,0,0,0,1,High
27.023431904255563,26.690286408033653,25.085316478525144,27.509251753131988,38,0.0,0,0.19888314458145456,0.0,0.4988427251889045,13.45819848876425,22.025819848876424,0.30826328211375964,685.3591221664329,598.4600458441017,86.89907632233128,883.6309465997196,927.5703923931184,677.490577128652,591.5757733252112,85.91480380344083,883.6309465997196,916.917574836447,0,0,0,0,0,0,0,1,High
16.95,17.02,16.82,19.55,89,0.66,37,0.0,0.0,0.261,38.9,17.6,0.367,310.0,178.0,132.0,301.4,785.8,350.3,201.1,149.1,301.4,887.9,0,0,0,1,0,0,0,0,High
24.45,25.14,18.72,28.68,84,0.0,100,0.0,0.0,0.373,22.0,24.6,0.203,726.0,633.0,93.0,857.6,978.7,786.8,686.0,100.8,857.6,1060.7,0,0,0,0,0,1,0,0,High
14.08,13.61,12.88,15.72,79,0.0,6,0.0,0.0,0.343,18.7,13.6,0.415,426.0,335.0,91.0,752.9,624.6,441.5,347.2,94.3,752.9,647.3,0,0,0,0,0,0,0,1,High
20.03,19.52,17.72,20.34,55,0.0,41,0.04,0.0,0.613,35.6,20.0,0.312,713.0,537.0,176.0,620.2,1146.0,675.1,508.5,166.7,620.2,1085.1,0,0,0,0,0,0,1,0,High
17.775138373430583,17.217917421449492,17.168421771563654,18.624591709562964,61,0.0,69,0.0,0.0,0.2894399590208717,16.571363244741693,15.634526531469096,0.37085258484836253,483.2378774824723,401.61893874123615,81.61893874123615,806.4766353892874,693.3827196596287,451.1517727225669,374.91893874123616,76.18799180417435,806.4766353892874,647.3172461910978,0,0,0,0,0,0,0,0,High
12.68934122631314,12.146697092897657,11.931348115852611,14.060893002618847,81,0.0,44,0.0,0.0,0.2870706566014432,16.101907425665857,11.345166846402801,0.39358734124172323,272.8838320751804,156.06458558003501,116.81924649514539,393.6478105530746,554.0982217531993,306.31794617162035,174.58842626713974,131.7295199044806,393.6478105530746,620.3322927900175,0,0,0,0,0,0,0,0,High
28.09,27.61,20.72,30.34,38,0.0,0,0.0,0.0,0.625,15.5,24.9,0.18,938.0,833.0,105.0,916.9,1220.4,933.9,829.4,104.5,916.9,1215.1,0,0,0,0,0,0,0,1,High
12.91,11.82,9.71,12.93,60,0.0,0,0.032,0.0,0.504,10.4,8.6,0.384,419.0,352.0,67.0,834.0,594.1,436.0,366.3,69.7,834.0,618.2,0,0,0,0,0,0,0,1,High
14.82,14.29,13.43,15.34,74,0.0,5,0.0,0.0,0.197,19.1,14.0,0.268,316.0,244.0,72.0,683.9,486.7,387.6,299.3,88.3,683.9,597.0,0,0,0,0,0,0,0,1,High
20.17,19.44,19.55,20.72,46,0.0,0,0.0,0.0,0.261,21.6,15.1,0.255,266.0,205.0,61.0,662.2,425.3,334.2,257.6,76.6,662.2,534.4,0,0,0,0,0,0,0,1,High
13.49,12.04,13.43,13.72,44,0.0,0,0.0,0.0,0.527,32.8,10.1,0.37,456.0,386.0,70.0,855.8,637.8,457.0,386.8,70.1,855.8,639.1,0,0,0,0,0,0,0,1,High
25.97627959311029,25.95443787759001,20.59352071741478,26.73857249354836,49,0.0,7,0.0,0.0,0.22848224860897737,32.54963014206076,23.82411243044887,0.18219600581271012,518.2758875695512,381.70118342606816,136.57470414348296,646.2995562898103,797.8911981567392,461.65392013614377,339.95281066177387,121.6585798887182,646.2995562898103,710.4403845886102,0,0,0,0,0,0,0,0,High
15.825937764680997,15.401456592653677,15.111368204191242,16.636733260842906,74,0.0,15,0.0,0.0,0.27826710255239057,26.744811720273205,11.117217580409806,0.3738189853496585,385.52536625853764,321.3443516081961,64.18101465034151,790.3143358704982,573.7752512305184,399.2068410209562,332.6955805768783,66.51126044407793,790.3143358704982,594.2017677692487,0,1,0,0,0,0,0,0,High
20.98,21.27,16.72,21.26,82,0.0,91,0.0,0.0,0.455,10.1,17.8,0.305,431.0,334.0,97.0,710.7,644.5,488.5,378.6,109.9,710.7,730.6,0,0,0,0,0,1,0,0,High
25.94,25.87,21.72,28.6,49,0.0,18,0.0,0.0,0.268,23.0,23.4,0.155,661.0,532.0,129.0,780.5,933.1,653.5,526.0,127.5,780.5,922.5,0,1,0,0,0,0,0,0,High
20.03,19.45,17.72,20.67,52,0.0,6,0.0,0.0,0.349,12.6,15.1,0.302,472.0,402.0,70.0,865.8,649.0,439.1,374.0,65.1,865.8,603.8,0,0,0,0,0,0,0,1,High
10.73960656400352,9.008617257395894,8.411965554741641,10.852593258916421,50,0.0,0,0.0,0.0,0.24816170107824048,21.722765485208214,6.514521263478006,0.3695973389825806,191.57260631739004,144.57260631739004,47.0,653.2485103234721,312.77178189521703,246.22029221868917,185.80494653303813,60.415345685651026,653.2485103234721,401.9219410630352,0,0,0,0,0,0,0,1,High
27.36,27.03,25.9,27.72,38,0.0,0,0.236,0.0,0.499,12.2,21.9,0.335,683.0,595.0,88.0,880.8,925.4,675.1,588.1,87.0,880.8,914.7,0,0,0,0,0,0,0,1,High
20.17,19.63,20.15,20.72,53,0.0,20,0.027,0.0,0.321,30.2,17.2,0.296,441.0,359.0,82.0,770.7,639.2,500.3,407.2,93.0,770.7,725.0,0,1,0,0,0,0,0,0,High
15.63,14.01,13.72,15.7,29,0.0,0,0.0,0.0,0.428,14.8,7.3,0.304,388.0,322.0,66.0,839.9,540.6,437.5,363.0,74.4,839.9,609.5,0,0,0,0,0,0,0,1,High
18.4,17.68,16.72,18.99,53,0.0,96,0.0,0.0,0.263,23.8,12.8,0.274,484.0,299.0,185.0,536.4,783.2,486.8,300.8,186.1,536.4,787.8,0,0,0,0,0,1,0,0,High
36.02,36.71,31.68,36.26,32,0.0,0,0.0,0.0,0.517,18.7,33.7,0.099,914.0,807.0,107.0,880.3,1216.6,914.1,807.1,107.0,880.3,1216.7,0,0,0,0,0,0,0,1,High
19.59,18.83,18.99,20.67,47,0.0,2,0.0,0.0,0.254,27.0,16.1,0.354,654.0,554.0,100.0,845.8,904.9,605.9,513.2,92.6,845.8,838.2,0,0,0,0,0,0,0,1,High
14.67,14.02,14.59,16.77,70,0.37,89,0.0,0.0,0.268,28.8,14.7,0.254,570.0,221.0,349.0,254.9,1175.2,567.9,220.2,347.7,254.9,1170.9,0,0,0,1,0,0,0,0,High
19.66,19.54,19.54,20.01,71,0.0,50,0.0,0.0,0.2,15.8,22.6,0.1,557.0,390.0,167.0,596.8,871.3,613.7,429.7,184.0,596.8,960.0,0,0,0,0,0,0,1,0,High
23.22750490036104,23.07375546578732,20.244486746487098,25.69735653329633,55,0.0,5,0.0004963285184671237,0.0,0.3398936024257165,28.359193781866164,27.008092337406303,0.10177940954734793,836.3860332921411,728.7720665842822,107.6139667078589,881.0562415186058,1111.2125131932798,831.1698335392946,724.1371196585669,106.93822864204382,881.0562415186058,1104.1966730495694,0,0,0,0,0,0,0,1,High
11.537034320426928,10.203004730311626,10.323642251399193,11.953716226687446,55,0.0,0,0.2607854716640694,0.0,0.5855765946294792,14.90073975288252,6.300739752882519,0.3346829856837021,355.20147950576506,290.0,65.20147950576504,782.9198653855094,522.8066577759427,401.57125757990025,327.8496301235587,73.72162745634154,782.9198653855094,590.9570276523839,0,0,0,0,0,0,0,1,High
19.07,19.1,17.57,19.72,79,0.19,100,0.246,0.0,0.608,33.5,18.4,0.353,621.0,331.0,290.0,359.9,1217.5,635.7,338.8,296.9,359.9,1246.4,0,0,0,1,0,0,0,0,High
25.84,26.12,20.72,26.26,63,0.0,66,0.119,0.0,0.426,18.0,21.9,0.208,532.0,442.0,90.0,766.4,778.5,592.8,492.5,100.3,766.4,867.5,1,0,0,0,0,0,0,0,High
